"","Season","School","coach_factor","Conference","Coach","TeamID","player_factor","total_factor"
"4431",2018,"Northwestern State",5.9047526572973,"Southland","Mike McConathy",1322,7.023,12.9277526572973
"4432",2014,"Mississippi State",0.495292894972855,"SEC","Rick Ray",1280,12.432,12.9272928949729
"4433",2016,"Presbyterian",1.74709353634853,"Big South","Gregg Nibert",1342,11.174,12.9210935363485
"4434",2015,"Texas-Rio Grande Valley",3.32536257784446,"WAC","Dan Hipsher",1410,9.585,12.9103625778445
"4435",2025,"Binghamton",1.14420076697794,"AmEast","Levell Sanders",1127,11.765,12.9092007669779
"4436",2022,"Tennessee Tech",3.62083853294581,"OVC","John Pelphrey",1399,9.286,12.9068385329458
"4437",2016,"Miami (OH)",1.88944657341071,"MAC","John Cooper",1275,11.017,12.9064465734107
"4438",2019,"New Hampshire",8.50520161709748,"AmEast","Bill Herrion",1306,4.398,12.9032016170975
"4439",2025,"Mercyhurst",0.312416445968918,"NEC","Gary Manchel",1479,12.581,12.8934164459689
"4440",2023,"UMBC",5.34621733372163,"AmEast","Jim Ferry",1420,7.546,12.8922173337216
"4441",2018,"Siena",4.61642870827975,"MAAC","Jimmy Patsos",1373,8.273,12.8894287082798
"4442",2018,"Omaha",1.76625600499771,"Summit","Derrin Hansen",1303,11.123,12.8892560049977
"4443",2016,"Jacksonville State",5.32510317185456,"OVC","James Green",1240,7.564,12.8891031718546
"4444",2021,"NJIT",1.30645349133463,"AmEast","Brian Kennedy",1312,11.582,12.8884534913346
"4445",2010,"San Diego",1.01708002160521,"WCC","Bill Grier",1360,11.855,12.8720800216052
"4446",2023,"Utah Tech",0.732690645723088,"WAC","Jon Judkins",1469,12.132,12.8646906457231
"4447",2011,"Bowling Green",3.32481700154239,"MAC","Louis Orr",1132,9.533,12.8578170015424
"4448",2025,"Albany (NY)",1.05997241572054,"AmEast","Dwayne Killings",1107,11.791,12.8509724157205
"4449",2024,"George Washington",0.644179495260719,"A-10","Chris Caputo",1203,12.205,12.8491794952607
"4450",2010,"Central Connecticut",4.5103302361379,"NEC","Howie Dickenman",1148,8.337,12.8473302361379
"4451",2013,"UNC Greensboro",0.414276641776611,"Southern","Wes Miller",1422,12.433,12.8472766417766
"4452",2016,"Cornell",1.24879095372495,"Ivy","Bill Courtney",1165,11.594,12.842790953725
"4453",2014,"Virginia Tech",0.45704833905664,"ACC","James Johnson",1439,12.384,12.8410483390566
"4454",2022,"San Diego",1.03694535806823,"WCC","Sam Scholl",1360,11.799,12.8359453580682
"4455",2016,"Sam Houston",2.41184506780015,"Southland","Jason Hooten",1358,10.42,12.8318450678001
"4456",2016,"Rider",1.39203196683432,"MAAC","Kevin Baggett",1351,11.437,12.8290319668343
"4457",2023,"DePaul",0.559696662670826,"Big East","Tony Stubblefield",1177,12.267,12.8266966626708
"4458",2016,"DePaul",3.15719374686854,"Big East","Dave Leitao",1177,9.664,12.8211937468685
"4459",2014,"Howard",1.66426555616223,"MEAC","Kevin Nickelberry",1224,11.149,12.8132655561622
"4460",2025,"Georgia Southern",0.538127813854105,"Sun Belt","Charlie Henry",1204,12.27,12.8081278138541
"4461",2018,"Arkansas State",0.226070598804886,"Sun Belt","Mike Balado",1117,12.582,12.8080705988049
"4462",2015,"Northern Colorado",1.57975994240306,"Big Sky","B.J. Hill",1294,11.224,12.8037599424031
"4463",2010,"LIU",2.03536131483541,"NEC","Jim Ferry",1254,10.762,12.7973613148354
"4464",2016,"Portland State",2.01824757362546,"Big Sky","Tyler Geving",1340,10.779,12.7972475736255
"4465",2014,"NJIT",1.4561035762647,"Ind","Jim Engles",1312,11.338,12.7941035762647
"4466",2012,"Northern Colorado",0.621462129601998,"Big Sky","B.J. Hill",1294,12.171,12.792462129602
"4467",2025,"Austin Peay",1.14153439805277,"A-Sun","Corey Gipson",1122,11.648,12.7895343980528
"4468",2021,"North Florida",3.99370481982307,"A-Sun","Matthew Driscoll",1316,8.795,12.7887048198231
"4469",2016,"Cleveland State",7.39996154475342,"Horizon","Gary Waters",1156,5.384,12.7839615447534
"4470",2020,"Troy",4.86606174735614,"Sun Belt","Scott Cross",1407,7.917,12.7830617473561
"4471",2025,"Lindenwood",0.749579322450358,"OVC","Kyle Gerdeman",1473,12.029,12.7785793224504
"4472",2018,"North Carolina A&T",0.58385533036023,"MEAC","Jay Joyner",1299,12.188,12.7718553303602
"4473",2020,"Florida A&M",2.43463345751166,"MEAC","Robert McCullum",1197,10.336,12.7706334575117
"4474",2013,"Texas-Rio Grande Valley",0.811638040742272,"GWC","Ryan Marks",1410,11.958,12.7696380407423
"4475",2012,"UIC",0.312718648600486,"Horizon","Howard Moore",1227,12.451,12.7637186486005
"4476",2019,"Fairfield",3.78160568375701,"MAAC","Sydney Johnson",1193,8.979,12.760605683757
"4477",2017,"Sacramento State",2.16194706658742,"Big Sky","Brian Katz",1170,10.597,12.7589470665874
"4478",2016,"Brown",1.01757506040426,"Ivy","Mike Martin",1135,11.741,12.7585750604043
"4479",2024,"Central Michigan",3.45509600751851,"MAC","Tony Barbee",1141,9.293,12.7480960075185
"4480",2017,"Abilene Christian",0.978464964877234,"Southland","Joe Golding",1101,11.767,12.7454649648772
"4481",2023,"North Florida",4.51293749251224,"A-Sun","Matthew Driscoll",1316,8.23,12.7429374925122
"4482",2020,"New Orleans",2.16071854024694,"Southland","Mark Slessinger",1309,10.578,12.7387185402469
"4483",2011,"Cal State Fullerton",2.78899102124735,"Big West","Bob Burton",1168,9.946,12.7349910212473
"4484",2013,"Prairie View",1.82925323561767,"SWAC","Byron Rimm II",1341,10.902,12.7312532356177
"4485",2019,"Appalachian State",1.16364521930906,"Sun Belt","Jim Fox",1111,11.566,12.7296452193091
"4486",2025,"Western Carolina",4.07430588832721,"Southern","Tim Craft",1441,8.642,12.7163058883272
"4487",2010,"Furman",1.28903036050087,"Southern","Jeff Jackson",1202,11.419,12.7080303605009
"4488",2012,"Appalachian State",0.600964991551206,"Southern","Jason Capel",1111,12.107,12.7079649915512
"4489",2015,"Bucknell",2.78597233485219,"Patriot","Dave Paulsen",1137,9.919,12.7049723348522
"4490",2017,"Sacred Heart",0.936914906673279,"NEC","Anthony Latina",1357,11.766,12.7029149066733
"4491",2023,"Winthrop",1.55576558502119,"Big South","Mark Prosser",1457,11.146,12.7017655850212
"4492",2012,"South Carolina State",4.63693378467364,"MEAC","Tim Carter",1354,8.061,12.6979337846736
"4493",2014,"Navy",4.97222478243422,"Patriot","Ed DeChellis",1298,7.723,12.6952247824342
"4494",2026,"Kansas State",5.19775647902712,"Big 12","Matthew Driscoll",1243,7.497,12.6947564790271
"4495",2011,"Canisius",1.22792452809001,"MAAC","Tom Parrotta",1145,11.464,12.69192452809
"4496",2016,"Elon",2.25021644868457,"CAA","Matt Matheny",1189,10.441,12.6912164486846
"4497",2018,"Southern",0.312117343960866,"SWAC","Morris Scott",1380,12.379,12.6911173439609
"4498",2019,"James Madison",0.702889820656816,"CAA","Louis Rowe",1241,11.987,12.6898898206568
"4499",2023,"ETSU",0.560173676871966,"Southern","Desmond Oliver",1190,12.124,12.684173676872
"4500",2015,"Mississippi State",0.76619660880222,"SEC","Rick Ray",1280,11.91,12.6761966088022
"4501",2015,"Virginia Tech",3.40918342908395,"ACC","Buzz Williams",1439,9.265,12.6741834290839
"4502",2016,"Lafayette",6.11032621610302,"Patriot","Fran O'Hanlon",1248,6.561,12.671326216103
"4503",2010,"San Francisco",1.12604912322738,"WCC","Rex Walters",1362,11.541,12.6670491232274
"4504",2020,"Tennessee State",0.563365669859639,"OVC","Brian Collins",1398,12.102,12.6653656698596
"4505",2022,"Eastern Kentucky",1.32766103103409,"A-Sun","A.W. Hamilton",1184,11.333,12.6606610310341
"4506",2025,"Long Beach State",0.14410371866817,"Big West","Chris Acker",1253,12.514,12.6581037186682
"4507",2014,"Savannah State",3.3288243099974,"MEAC","Horace Broadnax",1366,9.328,12.6568243099974
"4508",2010,"Monmouth",3.51313818452884,"NEC","Dave Calloway",1284,9.139,12.6521381845288
"4509",2018,"NJIT",0.522263256508438,"A-Sun","Brian Kennedy",1312,12.128,12.6502632565084
"4510",2023,"Samford",0.99961137525886,"Southern","Bucky McMillan",1359,11.636,12.6356113752589
"4511",2018,"Portland State",0.420327327446489,"Big Sky","Barret Peery",1340,12.212,12.6323273274465
"4512",2013,"Colgate",0.39664679704616,"Patriot","Matt Langel",1159,12.217,12.6136467970462
"4513",2025,"Hampton",0.359399311197071,"CAA","Ivan Thomas",1214,12.248,12.6073993111971
"4514",2017,"American",1.18521360272337,"Patriot","Mike Brennan",1110,11.419,12.6042136027234
"4515",2010,"Coppin State",7.88282462589633,"MEAC","Fang Mitchell",1164,4.72,12.6028246258963
"4516",2024,"Eastern Michigan",4.9911300372918,"MAC","Stan Heath",1185,7.61,12.6011300372918
"4517",2014,"Penn",1.16381560471662,"Ivy","Jerome Allen",1335,11.431,12.5948156047166
"4518",2013,"McNeese State",2.09778645168536,"Southland","Dave Simmons",1270,10.496,12.5937864516854
"4519",2013,"Mississippi Valley State",0.103886526549374,"SWAC","Chico Potts",1290,12.487,12.5908865265494
"4520",2011,"Campbell",1.74716532684558,"A-Sun","Robbie Laing",1144,10.843,12.5901653268456
"4521",2022,"Southern Miss",2.07580235938339,"CUSA","Jay Ladner",1379,10.513,12.5888023593834
"4522",2023,"Southern Indiana",0.329385988621154,"OVC","Stan Gouard",1475,12.258,12.5873859886212
"4523",2013,"Navy",4.78406925471262,"Patriot","Ed DeChellis",1298,7.803,12.5870692547126
"4524",2017,"Stephen F. Austin",0.369686563104718,"Southland","Kyle Keller",1372,12.214,12.5836865631047
"4525",2024,"Lamar",1.75142054539834,"Southland","Alvin Brooks",1249,10.832,12.5834205453983
"4526",2023,"Wofford",0.245885016362239,"Southern","Dwight Perry",1459,12.333,12.5788850163622
"4527",2017,"Grambling",0.520371515625787,"SWAC","Shawn Walker",1212,12.053,12.5733715156258
"4528",2014,"Portland State",1.43641181918975,"Big Sky","Tyler Geving",1340,11.134,12.5704118191898
"4529",2024,"ETSU",0.544154719316346,"Southland","Jaret von Rosenberg",1190,12.024,12.5681547193163
"4530",2024,"Cornell",1.99740190125307,"Ivy","Brian Earl",1165,10.568,12.5654019012531
"4531",2019,"Bethune-Cookman",0.665356280195527,"MEAC","Ryan Ridder",1126,11.9,12.5653562801955
"4532",2024,"Cal State Northridge",0.689957955632146,"Big West","Andy Newman",1169,11.863,12.5529579556321
"4533",2023,"Radford",0.669842258357127,"Big South","Darris Nichols",1347,11.88,12.5498422583571
"4534",2013,"UMBC",0.166802738670638,"AmEast","Aki Thomas",1420,12.38,12.5468027386706
"4535",2026,"Bradley",6.28024125167133,"MVC","Brian Wardle",1133,6.26,12.5402412516713
"4536",2023,"UNC Wilmington",1.20899299355986,"CAA","Takayo Siddle",1423,11.328,12.5369929935599
"4537",2019,"Marist",3.43118577736918,"MAAC","John Dunne",1265,9.101,12.5321857773692
"4538",2017,"Central Arkansas",0.790995347045159,"Southland","Russ Pennell",1146,11.74,12.5309953470452
"4539",2019,"Miami (OH)",0.646545449570039,"MAC","Jack Owens",1275,11.884,12.53054544957
"4540",2010,"Pepperdine",4.69706996240139,"WCC","Tom Asbury",1337,7.833,12.5300699624014
"4541",2015,"UNC Wilmington",0.38039556961469,"CAA","Kevin Keatts",1423,12.148,12.5283955696147
"4542",2024,"Loyola (IL)",1.20560900733193,"A-10","Drew Valentine",1260,11.317,12.5226090073319
"4543",2023,"Longwood",1.83028846665084,"Big South","Griff Aldrich",1255,10.692,12.5222884666508
"4544",2010,"Cal State Fullerton",2.56024631036802,"Big West","Bob Burton",1168,9.96,12.520246310368
"4545",2011,"Norfolk State",1.0811986305014,"MEAC","Anthony Evans",1313,11.432,12.5131986305014
"4546",2024,"Mount St. Mary's",1.49766785176814,"MAAC","Dan Engelstad",1291,11.014,12.5116678517681
"4547",2018,"Stony Brook",0.643598280678529,"AmEast","Jeff Boals",1392,11.866,12.5095982806785
"4548",2025,"Grambling",2.74032832352461,"SWAC","Donte Jackson",1212,9.757,12.4973283235246
"4549",2025,"South Florida",0.267418079189508,"AAC","Ben Fletcher",1378,12.226,12.4934180791895
"4550",2013,"Eastern Illinois",0.3564116144722,"OVC","Jay Spoonhour",1183,12.135,12.4914116144722
"4551",2023,"Prairie View",2.3526066378457,"SWAC","Byron Smith",1341,10.137,12.4896066378457
"4552",2025,"Jackson State",1.23011490463992,"SWAC","Mo Williams",1238,11.258,12.4881149046399
"4553",2024,"St. Thomas",1.02439486752287,"Summit","John Tauer",1472,11.463,12.4873948675229
"4554",2023,"Army",2.03986236239155,"Patriot","Jimmy Allen",1119,10.446,12.4858623623915
"4555",2021,"Southern Illinois",0.582219693354874,"MVC","Bryan Mullins",1356,11.896,12.4782196933549
"4556",2015,"Lamar",3.81187234335521,"Southland","Tic Price",1249,8.651,12.4628723433552
"4557",2015,"Central Connecticut",5.77771033166417,"NEC","Howie Dickenman",1148,6.685,12.4627103316642
"4558",2017,"Stetson",0.808164814892248,"A-Sun","Corey Williams",1391,11.654,12.4621648148922
"4559",2015,"Marist",0.143600624325522,"MAAC","Mike Maker",1265,12.309,12.4526006243255
"4560",2021,"Grambling",1.3111531593512,"SWAC","Donte Jackson",1212,11.14,12.4511531593512
"4561",2020,"Arkansas State",0.83532409737131,"Sun Belt","Mike Balado",1117,11.612,12.4473240973713
"4562",2023,"Milwaukee",2.45974227515789,"Horizon","Bart Lundy",1454,9.976,12.4357422751579
"4563",2023,"Appalachian State",2.10211475935734,"Sun Belt","Dustin Kerns",1111,10.333,12.4351147593573
"4564",2011,"Texas State",1.39120793838728,"Southland","Doug Davalos",1402,11.037,12.4282079383873
"4565",2024,"ETSU",0.39984420589044,"Southern","Brooks Savage",1190,12.024,12.4238442058904
"4566",2023,"Sacramento State",0.854142795966191,"Big Sky","David Patrick",1170,11.568,12.4221427959662
"4567",2014,"Samford",0.495809786551657,"Southern","Bennie Seltzer",1359,11.923,12.4188097865517
"4568",2011,"Auburn",1.92842066853016,"SEC","Tony Barbee",1120,10.488,12.4164206685302
"4569",2019,"Jacksonville",2.54071720549434,"A-Sun","Tony Jasick",1239,9.867,12.4077172054943
"4570",2023,"FDU",0.438702996230968,"NEC","Tobin Anderson",1192,11.969,12.407702996231
"4571",2015,"Nevada",2.03320020426478,"MWC","David Carter",1305,10.374,12.4072002042648
"4572",2019,"Northwestern State",6.13543456302627,"Southland","Mike McConathy",1322,6.269,12.4044345630263
"4573",2012,"Canisius",1.32880118823396,"MAAC","Tom Parrotta",1145,11.075,12.403801188234
"4574",2023,"ETSU",0.269083602696537,"Southland","Jaret von Rosenberg",1190,12.124,12.3930836026965
"4575",2011,"Holy Cross",2.13939913839139,"Patriot","Milan Brown",1221,10.253,12.3923991383914
"4576",2016,"St. Francis (NY)",2.0362018447139,"NEC","Glenn Braica",1383,10.354,12.3902018447139
"4577",2026,"UNLV",6.09396957566315,"MWC","Josh Pastner",1424,6.274,12.3679695756631
"4578",2015,"Indiana State",1.95223255082502,"MVC","Greg Lansing",1232,10.415,12.367232550825
"4579",2018,"Charlotte",0.619253930830953,"CUSA","Mark Price",1150,11.73,12.349253930831
"4580",2017,"Southern Miss",3.63729284493129,"CUSA","Doc Sadler",1379,8.71,12.3472928449313
"4581",2023,"Queens (NC)",0.375468028977999,"A-Sun","Grant Leonard",1474,11.964,12.339468028978
"4582",2013,"Duquesne",3.28149365074067,"A-10","Jim Ferry",1182,9.057,12.3384936507407
"4583",2018,"FDU",1.24737853322586,"NEC","Greg Herenda",1192,11.085,12.3323785332259
"4584",2017,"Texas-Rio Grande Valley",0.209143505300994,"WAC","Lew Hill",1410,12.122,12.331143505301
"4585",2025,"UT Arlington",0.684682892466343,"WAC","KT Turner",1426,11.645,12.3296828924663
"4586",2010,"Colorado State",1.41494424029886,"MWC","Tim Miles",1161,10.907,12.3219442402989
"4587",2015,"South Dakota",0.355690446297231,"Summit","Craig Smith",1377,11.963,12.3186904462972
"4588",2012,"North Carolina A&T",2.05857778105902,"MEAC","Jerry Eaves",1299,10.257,12.315577781059
"4589",2023,"Eastern Washington",0.859741727067115,"Big Sky","David Riley",1186,11.455,12.3147417270671
"4590",2017,"Western Illinois",0.539482787875264,"Summit","Billy Wright",1442,11.77,12.3094827878753
"4591",2011,"Elon",0.479064457765114,"Southern","Matt Matheny",1189,11.827,12.3060644577651
"4592",2025,"Gardner-Webb",0.227721607067406,"Big South","Jeremy Luther",1205,12.071,12.2987216070674
"4593",2019,"Morehead State",0.684012534799171,"OVC","Preston Spradlin",1287,11.613,12.2970125347992
"4594",2024,"Austin Peay",0.853049487817154,"A-Sun","Corey Gipson",1122,11.443,12.2960494878172
"4595",2019,"Oral Roberts",0.456644048216955,"Summit","Paul Mills",1331,11.833,12.289644048217
"4596",2014,"Niagara",0.143576099304866,"MAAC","Chris Casey",1310,12.146,12.2895760993049
"4597",2024,"Rice",1.99465513215842,"AAC","Scott Pera",1349,10.285,12.2796551321584
"4598",2011,"The Citadel",0.203956321395426,"Southern","Chuck Driesell",1154,12.065,12.2689563213954
"4599",2026,"Hofstra",2.18851933153977,"CAA","Speedy Claxton",1220,10.076,12.2645193315398
"4600",2017,"Pepperdine",1.76115278062231,"WCC","Marty Wilson",1337,10.502,12.2631527806223
"4601",2017,"IU Indianapolis",0.769708885277205,"Summit","Jason Gardner",1237,11.487,12.2567088852772
"4602",2010,"Maine",1.52140050987428,"AmEast","Ted Woodward",1263,10.727,12.2484005098743
"4603",2016,"Alabama A&M",1.08142797794751,"SWAC","Willie Hayes",1105,11.162,12.2434279779475
"4604",2015,"Jacksonville State",5.15721313932112,"OVC","James Green",1240,7.079,12.2362131393211
"4605",2012,"FDU",0.395365907358542,"NEC","Greg Vetrone",1192,11.838,12.2333659073585
"4606",2011,"Cornell",0.208487295288844,"Ivy","Bill Courtney",1165,12.017,12.2254872952888
"4607",2023,"Quinnipiac",1.78893121032563,"MAAC","Baker Dunleavy",1346,10.436,12.2249312103256
"4608",2020,"South Carolina State",1.68452278029344,"MEAC","Murray Garvin",1354,10.539,12.2235227802934
"4609",2022,"Elon",0.684300653315633,"CAA","Mike Schrage",1189,11.539,12.2233006533156
"4610",2024,"Wichita State",2.51410795706048,"AAC","Paul Mills",1455,9.709,12.2231079570605
"4611",2024,"Longwood",2.2703037044693,"Big South","Griff Aldrich",1255,9.945,12.2153037044693
"4612",2020,"La Salle",0.521197747667476,"A-10","Ashley Howard",1247,11.683,12.2041977476675
"4613",2017,"Cornell",0.165451986721903,"Ivy","Brian Earl",1165,12.038,12.2034519867219
"4614",2011,"Wagner",0.272723380897263,"NEC","Dan Hurley",1447,11.924,12.1967233808973
"4615",2025,"Northwestern State",0.523327484689736,"Southland","Rick Cabrera",1322,11.673,12.1963274846897
"4616",2013,"Maryland-Eastern Shore",5.38679419688956,"MEAC","Frankie Allen",1271,6.808,12.1947941968896
"4617",2020,"North Alabama",0.478482132779519,"A-Sun","Tony Pujol",1466,11.715,12.1934821327795
"4618",2011,"Winthrop",2.30879691081021,"Big South","Randy Peele",1457,9.876,12.1847969108102
"4619",2016,"Youngstown State",2.68337795203064,"Horizon","Jerry Slocum",1464,9.5,12.1833779520306
"4620",2015,"Rutgers",0.454492304339019,"Big Ten","Eddie Jordan",1353,11.727,12.181492304339
"4621",2016,"George Mason",3.01682000844439,"A-10","Dave Paulsen",1206,9.164,12.1808200084444
"4622",2023,"Lafayette",0.188367831665088,"Patriot","Mike Jordan",1248,11.987,12.1753678316651
"4623",2018,"Colorado State",0.0189155140010262,"MWC","Jase Herl",1161,12.152,12.170915514001
"4624",2024,"Robert Morris",4.69923067082454,"Horizon","Andrew Toole",1352,7.47,12.1692306708245
"4625",2015,"Purdue Fort Wayne",0.33494733105583,"Summit","Jon Coffman",1236,11.829,12.1639473310558
"4626",2013,"Jacksonville",2.36869224299371,"A-Sun","Cliff Warren",1239,9.791,12.1596922429937
"4627",2016,"UCF",3.2224937698744,"AAC","Donnie Jones",1416,8.937,12.1594937698744
"4628",2016,"Southern Miss",3.45375259400116,"CUSA","Doc Sadler",1379,8.704,12.1577525940012
"4629",2010,"Yale",2.95342002573204,"Ivy","James Jones",1463,9.195,12.148420025732
"4630",2015,"UAB",1.12728930571818,"CUSA","Jerod Haase",1412,11.019,12.1462893057182
"4631",2015,"Youngstown State",2.45294792588787,"Horizon","Jerry Slocum",1464,9.687,12.1399479258879
"4632",2023,"Eastern Michigan",4.72026758844353,"MAC","Stan Heath",1185,7.415,12.1352675884435
"4633",2022,"Tennessee State",0.937887762644029,"OVC","Brian Collins",1398,11.192,12.129887762644
"4634",2017,"Air Force",1.49555705714384,"MWC","Dave Pilipovich",1102,10.631,12.1265570571438
"4635",2015,"Charlotte",0.163484774475644,"CUSA","Ryan Odom",1150,11.96,12.1234847744756
"4636",2023,"East Carolina",0.335300779703253,"AAC","Michael Schwartz",1187,11.788,12.1233007797033
"4637",2019,"Binghamton",3.65898427017372,"AmEast","Tommy Dempsey",1127,8.462,12.1209842701737
"4638",2018,"Western Illinois",0.790968016539733,"Summit","Billy Wright",1442,11.326,12.1169680165397
"4639",2011,"Drake",0.912513465802974,"MVC","Mark Phelps",1179,11.197,12.109513465803
"4640",2025,"Utah Tech",1.10233282650562,"WAC","Jon Judkins",1469,11.006,12.1083328265056
"4641",2020,"Manhattan",2.91027248202854,"MAAC","Steve Masiello",1264,9.187,12.0972724820285
"4642",2017,"Hampton",2.78827660080055,"MEAC","Edward Joyner Jr",1214,9.304,12.0922766008005
"4643",2012,"Hartford",0.417039102775503,"AmEast","John Gallagher",1216,11.666,12.0830391027755
"4644",2025,"Detroit Mercy",2.78703016512742,"Horizon","Mark Montgomery",1178,9.29,12.0770301651274
"4645",2013,"Cornell",0.724737445449618,"Ivy","Bill Courtney",1165,11.342,12.0667374454496
"4646",2018,"California",0.163765020556021,"Pac-12","Wyking Jones",1143,11.889,12.052765020556
"4647",2016,"Hartford",1.62217733891545,"AmEast","John Gallagher",1216,10.429,12.0511773389154
"4648",2016,"Arizona State",1.18419379554311,"Pac-12","Bobby Hurley",1113,10.865,12.0491937955431
"4649",2019,"McNeese State",2.80787374546842,"Southland","Heath Schroyer",1270,9.233,12.0408737454684
"4650",2018,"Grambling",0.356265386823819,"SWAC","Donte Jackson",1212,11.68,12.0362653868238
"4651",2018,"San Jose State",0.0830882701352567,"MWC","Jean Prioleau",1363,11.952,12.0350882701353
"4652",2023,"Lafayette",0.0431173725316784,"Patriot","Mike McGarvey",1248,11.987,12.0301173725317
"4653",2014,"Lamar",3.49424421207227,"Southland","Tic Price",1249,8.535,12.0292442120723
"4654",2018,"Detroit Mercy",0.331687724260831,"Horizon","Bacari Alexander",1178,11.697,12.0286877242608
"4655",2024,"Vanderbilt",1.45292998048215,"SEC","Jerry Stackhouse",1435,10.573,12.0259299804822
"4656",2019,"Valparaiso",1.11828287495644,"MVC","Matt Lottich",1434,10.907,12.0252828749564
"4657",2022,"Southeast Missouri State",0.521154682772991,"OVC","Brad Korn",1369,11.5,12.021154682773
"4658",2020,"Alabama State",4.30467563657735,"SWAC","Lewis Jackson",1106,7.715,12.0196756365774
"4659",2016,"UNC Greensboro",1.24918703546031,"Southern","Wes Miller",1422,10.77,12.0191870354603
"4660",2019,"St. Francis (NY)",2.74733821766144,"NEC","Glenn Braica",1383,9.266,12.0133382176614
"4661",2010,"Idaho",0.66220964654694,"WAC","Don Verlin",1225,11.348,12.0102096465469
"4662",2023,"Stony Brook",3.57617759460038,"CAA","Geno Ford",1392,8.421,11.9971775946004
"4663",2017,"Milwaukee",0.227748978671336,"Horizon","LaVall Jordan",1454,11.764,11.9917489786713
"4664",2010,"Hampton",0.290963519387371,"MEAC","Edward Joyner Jr",1214,11.698,11.9889635193874
"4665",2018,"UC-Riverside",1.06073536135446,"Big West","Dennis Cutts",1415,10.928,11.9887353613545
"4666",2020,"Marist",3.57804802163932,"MAAC","John Dunne",1265,8.407,11.9850480216393
"4667",2022,"Bucknell",2.43174096653464,"Patriot","Nathan Davis",1137,9.549,11.9807409665346
"4668",2019,"Kansas City",1.56153696806901,"WAC","Kareem Richardson",1282,10.417,11.978536968069
"4669",2016,"North Texas",1.1233016274578,"CUSA","Tony Benford",1317,10.853,11.9763016274578
"4670",2024,"Idaho State",1.10367541135841,"Big Sky","Ryan Looney",1226,10.87,11.9736754113584
"4671",2014,"Jacksonville State",4.90548731902014,"OVC","James Green",1240,7.067,11.9724873190201
"4672",2015,"USC",1.33179252799732,"Pac-12","Andy Enfield",1425,10.635,11.9667925279973
"4673",2011,"Montana State",1.41314302555722,"Big Sky","Brad Huse",1286,10.545,11.9581430255572
"4674",2011,"Texas Tech",1.03732417536286,"Big 12","Pat Knight",1403,10.918,11.9553241753629
"4675",2018,"Cal State Northridge",1.95448810543267,"Big West","Reggie Theus",1169,9.999,11.9534881054327
"4676",2022,"St. Thomas",0.208953933519706,"Summit","John Tauer",1472,11.744,11.9529539335197
"4677",2022,"UT-Martin",1.1665955771558,"OVC","Ryan Ridder",1404,10.784,11.9505955771558
"4678",2010,"Montana State",1.14021801787375,"Big Sky","Brad Huse",1286,10.806,11.9462180178738
"4679",2017,"Utah Valley",0.609053510753197,"WAC","Mark Pope",1430,11.331,11.9400535107532
"4680",2013,"Tulsa",0.353732989822315,"CUSA","Danny Manning",1409,11.583,11.9367329898223
"4681",2016,"Troy",0.623203781711692,"Sun Belt","Phil Cunningham",1407,11.298,11.9212037817117
"4682",2011,"Army",0.521790237264178,"Patriot","Zach Spiker",1119,11.399,11.9207902372642
"4683",2018,"Loyola (MD)",1.16142013495897,"Patriot","G.G. Smith",1259,10.759,11.920420134959
"4684",2012,"Brown",0.809035445100862,"Ivy","Jesse Agel",1135,11.106,11.9150354451009
"4685",2015,"Portland State",1.74654275023997,"Big Sky","Tyler Geving",1340,10.158,11.90454275024
"4686",2016,"Norfolk State",1.16423493669379,"MEAC","Robert Jones",1313,10.74,11.9042349366938
"4687",2010,"UMass",0.501492020935208,"A-10","Derek Kellogg",1269,11.4,11.9014920209352
"4688",2013,"Miami (OH)",1.08202930184851,"MAC","John Cooper",1275,10.813,11.8950293018485
"4689",2017,"Portland State",2.33224644997484,"Big Sky","Tyler Geving",1340,9.553,11.8852464499748
"4690",2017,"Maryland-Eastern Shore",2.99565462019967,"MEAC","Bobby Collins",1271,8.887,11.8826546201997
"4691",2025,"Fairfield",2.07834663302932,"MAAC","Chris Casey",1193,9.799,11.8773466330293
"4692",2012,"UC-Davis",3.30342731251975,"Big West","Jim Les",1413,8.571,11.8744273125197
"4693",2016,"Drake",3.2007402487539,"MVC","Ray Giacoletti",1179,8.67,11.8707402487539
"4694",2020,"Samford",1.73920054999133,"Southern","Scott Padgett",1359,10.123,11.8622005499913
"4695",2019,"Jackson State",1.6860680243263,"SWAC","Wayne Brent",1238,10.176,11.8620680243263
"4696",2017,"James Madison",0.205745038152932,"CAA","Louis Rowe",1241,11.654,11.8597450381529
"4697",2026,"Cincinnati",5.92717727370144,"Big 12","Wes Miller",1153,5.924,11.8511772737014
"4698",2013,"Campbell",2.36972114676841,"Big South","Robbie Laing",1144,9.478,11.8477211467684
"4699",2020,"IU Indianapolis",2.53546614379755,"Horizon","Byron Rimm II",1237,9.311,11.8464661437975
"4700",2012,"Portland",1.76118215150663,"WCC","Eric Reveno",1339,10.084,11.8451821515066
"4701",2024,"Green Bay",0.38118302162927,"Horizon","Sundance Wicks",1453,11.46,11.8411830216293
"4702",2010,"Utah",1.16615750861254,"MWC","Jim Boylen",1428,10.668,11.8341575086125
"4703",2022,"Albany (NY)",0.270718986911149,"AmEast","Dwayne Killings",1107,11.563,11.8337189869111
"4704",2025,"Queens (NC)",1.08498338868886,"A-Sun","Grant Leonard",1474,10.748,11.8329833886889
